"name","ra","dec","orig_ref","DR3Name","RAdeg","DEdeg","errHalfMaj","errHalfMin","errPosAng","SolID","Source","RandomI","e_RAdeg","e_DEdeg","Plx","e_Plx","RPlx","PM","pmRA","e_pmRA","pmDE","e_pmDE","RADEcor","RAPlxcor","RApmRAcor","RApmDEcor","DEPlxcor","DEpmRAcor","DEpmDEcor","PlxpmRAcor","PlxpmDEcor","pmRApmDEcor","NAL","NAC","NgAL","NbAL","gofAL","chi2AL","epsi","sepsi","Solved","APF","nueff","pscol","e_pscol","RApscolCorr","DEpscolCorr","PlxpscolCorr","pmRApscolCorr","pmDEpscolCorr","MatchObsA","Nper","amax","MatchObs","IPDgofha","IPDgofhp","IPDfmp","IPDfow","RUWE","Dup","o_Gmag","FG","e_FG","RFG","Gmag","e_Gmag","o_BPmag","FBP","e_FBP","RFBP","BPmag","e_BPmag","o_RPmag","FRP","e_FRP","RFRP","RPmag","e_RPmag","E(BP/RP)","NBPcont","NBPblend","NRPcont","NRPblend","Mode","BP-RP","BP-G","G-RP","RV","e_RV","n_RV","o_RV","o_RVd","RVNper","RVS/N","RVgof","RVchi2","RVTdur","RVamp","RVtempTeff","RVtemplogg","RVtemp[Fe/H]","Vatmparam","vbroad","e_Vbroad","o_Vbroad","GRVSmag","e_GRVSmag","o_GRVSmag","RVSS/N","VarFlag","PQSO","PGal","PSS","Teff","b_Teff_cds","B_Teff_cdsa","logg","b_logg_cds","B_logg_cdsa","[Fe/H]","b_[Fe/H]_cds","B_[Fe/H]_cdsa","distance","Dist","b_Dist_cds","B_Dist_cdsa","A0","b_A0_cds","B_A0_cdsa","AG","b_AG_cds","B_AG_cdsa","E(BP-RP)","b_E(BP-RP)_cds","B_E(BP-RP)_cdsa","Lib","RAJ2000","DEJ2000","e_RAJ2000","e_DEJ2000","RADEcorJ2000","angDist","l","b","ecl_lon","ecl_lat","pml","pmb","pml_error","pmb_error","parallax_ext_uncert","zpEDR3","plx_corr"
"Gaia DR2 2204149938981673728",330.833696546366,62.0433143572556,"kounkel2020","Gaia DR3 2204149938981673728",330.83370350546,62.04331867469,0,0,33,1636148068921376768,2204149938981673728,728459083,0.0116,0.0117,1.1561,0.0133,86.8732,3.187,-1.379,0.015,-2.873,0.014,0.0201,0.0277,-0.0989,-0.2269,0.1007,-0.2709,-0.1216,-0.3034,0.2195,-0.0527,367,78,366,1,2.544,713.53,0.094,9.2135,31,FALSE,1.468,NA,NA,NA,NA,NA,NA,NA,42,28,0.022001,46,0.02946,16.83,1,0,1.095,0,379,119061.12805,51.1888,2325.92,12.997942,0.002795,41,52567.4,77.044,682.303,13.536752,0.003212,42,95645.4,94.8982,1007.87,12.296235,0.00393,1.245,0,0,0,0,0,1.240517,0.53881,0.701707,-21.91,30.2,1,19,7,15,19.263,50.529,0,989.215,146.49,5250,1,-1,111,NA,NA,NA,11.99789,0.021581,12,NA,"NOT_AVAILABLE",0,0,0.999975,5976.7,5966.3,5991.1,3.8877,3.879,3.8945,-0.3947,-0.4046,-0.3829,0.86497706,786.5351,777.0906,798.3119,1.1552,1.1497,1.1621,0.9403,0.9356,0.9463,0.5098,0.5072,0.513,"PHOENIX",330.83371657664,62.0433314433,0.248341,0.228277,-0.0277,0.019481,104.558492465098,5.32671983996502,19.0981774686703,64.3286920033572,-2.82405459265939,-1.47664676130733,0.0142829883271031,0.0147307923903581,0.0257241194409577,-0.025115061099105,1.1812150610991
"MPCM J063129.76+045449.0",97.874025,4.91361694444444,"broos2013","Gaia DR3 3131376718971741952",97.87399685396,4.91365104645,0,0,129,1636148068921376768,3131376718971741952,1493950287,0.0144,0.0136,0.6626,0.0177,37.4369,2.091,-2.091,0.017,0.037,0.015,-0.265,0.0095,0.1515,0.0043,-0.4375,0.0392,-0.1969,-0.0966,0.3753,-0.2799,206,206,206,0,1.892,441.28,0.086,8.5077,31,FALSE,1.627,NA,NA,NA,NA,NA,NA,NA,24,14,0.02611,24,0.02685,8.283,0,0,1.094,0,202,230364.75263,358.412,642.737,12.281327,0.003232,24,141617,532.589,265.904,12.460751,0.004945,24,133082,695.151,191.443,11.9376,0.006815,1.192,0,0,0,0,0,0.52315,0.179423,0.343727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT_AVAILABLE",0,0,0.999975,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5092062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",97.8740061823,4.91365088244,0.274765,0.246572,-0.2815,0.158945,206.282439635918,-2.17785124537677,98.2656406189108,-18.3000204083404,-0.997335637232962,-1.83819792914287,0.0172348198815055,0.0147295955019837,0.0353403627711753,-0.0389474822027912,0.701547482202791
"Gaia DR2 6719189916111217664",285.9371,-36.9453,"kerr2021","Gaia DR3 6719189916111217664",285.93709867814,-36.94530179114,0,0,29,1636148068921376768,6719189916111217664,1578272835,0.0844,0.0938,3.2923,0.109,30.2108,18.379,12.669,0.1,13.314,0.091,0.1642,0.0584,-0.1174,-0.2692,-0.546,-0.2854,-0.3331,0.1019,0.0844,0.2225,197,0,196,1,-0.8441,192.45,0,0,31,FALSE,1.223,NA,NA,NA,NA,NA,NA,NA,23,16,0.156511,23,0.05635,176.5,3,0,0.955,0,192,2244.89414,3.1054,722.9,17.309378,0.003138,19,278.709,9.13354,30.5148,19.225666,0.03569,19,3120.36,11.8645,263,16.012384,0.005597,1.514,0,0,0,0,0,3.213282,1.916288,1.296993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT_AVAILABLE",0,0,0.999956,3332.6,3324.1,3344,4.5484,4.5293,4.5669,0.1207,0.1027,0.1389,0.30373904,273.5982,267.6874,279.1709,1.6193,1.5787,1.6596,0.9957,0.9702,1.0212,0.688,0.6722,0.7041,"MARCS",285.93702822373,-36.94536096554,1.614092,1.490007,0.248,0.007486,0.0786393468489202,-18.1953775924151,283.084757672735,-14.2271478826129,16.9319253492256,-7.14675177743359,0.0991682056908602,0.091905750527675,0.128760758936603,-0.0425678331523312,3.33486783315233
"Gaia EDR3 2200164106249829376",337.3936375,58.5806894444444,"prisinzano2022","Gaia DR3 2200164106249829376",337.39369970728,58.58061624914,0,0,126,1636148068921376768,2200164106249829376,838390463,0.0118,0.0116,2.1128,0.0138,153.4741,5.294,5.124,0.016,-1.329,0.014,-0.0489,0.1365,-0.22,-0.1532,0.1209,-0.2236,-0.0316,-0.178,0.1818,-0.136,367,0,365,2,-0.3171,345.89,0,0,31,FALSE,1.434,NA,NA,NA,NA,NA,NA,NA,42,26,0.022837,49,0.00728,153.6,0,0,0.987,0,380,53510.42604,34.0799,1570.15,13.866271,0.002841,45,21437.7,56.0742,382.309,14.510598,0.003981,46,46360.5,86.065,538.668,13.082526,0.004283,1.267,0,1,0,0,0,1.428072,0.644327,0.783745,-4.85,4.96,2,14,4,13,7.2567,NA,NA,829.383,NA,4750,3.5,-2,111,NA,NA,NA,12.782873,0.08229,10,NA,"NOT_AVAILABLE",0,0,0.999982,5460.1,5428.5,5501.7,4.2643,4.257,4.2715,-0.7392,-0.7832,-0.6938,0.47330558,466.2831,463.391,469.2725,1.322,1.2998,1.3493,1.0483,1.0301,1.071,0.5723,0.5625,0.5846,"MARCS",337.39365601988,58.58062215614,0.255571,0.229167,-0.116,0.288206,105.325008478491,0.645000307608939,17.9177888908491,59.617163396272,3.7015432904833,-3.78420325414453,0.0145963888573192,0.0154578598882874,0.0228278715629963,-0.0270308943579465,2.13983089435795
"Gaia DR2 225474929662511360",61.2437065998265,36.7329664788893,"kounkel2020","Gaia DR3 225474929662511360",61.24371535423,36.7329639049,0,0,71,1636148068921376768,225474929662511360,524996605,0.0209,0.013,3.3548,0.0253,132.8477,8.689,4.07,0.027,-7.677,0.019,0.3945,0.2105,0.0679,0.2036,0.111,0.125,0.5639,0.1643,-0.0685,0.171,394,394,389,5,3.3844,1625.2,0.142,32.684,31,FALSE,1.702,NA,NA,NA,NA,NA,NA,NA,45,18,0.037767,50,0.0272,177.6,0,0,1.124,0,411,3175616.50906,673.695,4713.73,9.432796,0.002765,48,2172680,1062.5,2044.87,9.496055,0.00284,48,1519260,553.094,2746.84,9.293815,0.0038,1.163,0,0,0,0,0,0.20224,0.063258,0.138982,9.46,2.67,1,16,8,13,109.14,-0.50467,0.797907,872.55,30.52,9000,4.5,0.25,555,NA,NA,NA,9.224773,0.011054,5,NA,"NOT_AVAILABLE",0,0,0.999392,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29808035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",61.24369278593,36.73299802349,0.426826,0.290233,0.1606,0.026904,160.640356955762,-11.5945163749242,66.4004286357326,15.6201035535939,8.20152037328554,-2.86989417341166,0.0217200840280041,0.0248643912014036,0.0442964890261083,-0.029392075598433,3.38419207559843
"Gaia EDR3 6047212247942690688",249.00415,-25.7677838888889,"luhman2022a","Gaia DR3 6047212247942690688",249.00414965475,-25.76778375171,0,0,100,1636148068921376768,6047212247942690688,678848363,0.0217,0.0143,7.1336,0.026,274.0776,25.968,-10.535,0.036,-23.735,0.029,-0.1649,-0.1817,0.0599,-0.0899,-0.3376,-0.1892,0.1992,0.1981,-0.2527,-0.5324,257,0,255,2,2.7212,301.48,0.052,1.0412,31,FALSE,1.265,NA,NA,NA,NA,NA,NA,NA,29,14,0.056445,31,0.04026,170.1,0,0,1.123,0,269,38582.74166,137.454,280.696,14.221384,0.004749,30,6995.16,113.229,61.7789,15.726549,0.017795,30,49175.9,434.027,113.301,13.018516,0.010301,1.456,0,0,0,0,0,2.708034,1.505165,1.202868,2.02,3.88,2,12,4,9,12.019,NA,NA,701.789,NA,3500,3.5,-0.75,111,NA,NA,NA,12.47433,0.041288,10,NA,"VARIABLE",0,0,0.997667,3570.4,3566.3,3574.4,4.3431,4.3388,4.3476,0.1173,0.1095,0.1243,0.14018168,139.0971,138.6074,139.6166,1.0532,1.0455,1.0609,0.6827,0.6776,0.6879,0.4413,0.4381,0.4443,"MARCS",249.00420164911,-25.76767826341,0.572861,0.456446,-0.5271,0.001223,353.469745584924,14.375825528259,251.134746432332,-3.69312802811997,-24.9193667399601,-7.30490323545553,0.0219739262822197,0.0406712006675924,0.0376917333383217,-0.0546245295134776,7.18822452951348
"Gaia EDR3 4203142754937538944",283.170630833333,-10.03535,"prisinzano2022","Gaia DR3 4203142755000990592",283.17050315718,-10.03548911721,0,0,48,1636148068921376768,4203142755000990592,1804406913,0.2461,0.2354,1.1939,0.2722,4.386,10.021,-4.713,0.298,-8.843,0.253,0.3962,-0.0271,0.0044,-0.1155,-0.3613,-0.0392,-0.0136,-0.2036,-0.1469,0.2417,201,0,200,1,0.6176,212.44,0,0,95,FALSE,1.5071,1.5071,0.0716,-0.243,-0.083,0.188,-0.239,-0.045,23,13,0.436361,23,0.1652,85.17,3,8,1.03,0,198,443.08894,1.56706,282.752,19.07114,0.004726,12,264.649,12.752,20.7535,19.281868,0.05239,12,900.955,37.1093,24.2784,17.361137,0.04488,2.631,0,12,0,12,0,1.920731,0.210728,1.710003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT_AVAILABLE",0,2e-06,0.999991,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8375911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",283.17052443099,-10.03544981373,4.770616,4.063353,0.2502,0.675034,24.1200086264112,-4.83100298990949,283.301870082696,12.7978270160915,-10.0178402648193,0.232151736078549,0.289249063895325,0.262960033152717,0.379757599240888,-0.012019630200105,1.2059196302001
"Gaia EDR3 6140115933905099264",194.032896111111,-41.3785919444444,"luhman2022a","Gaia DR3 6140115933905099264",194.03289610749,-41.37859192626,0,0,93,1636148068921376768,6140115933905099264,551518171,0.0199,0.0139,7.267,0.0247,293.6464,30.921,-27.13,0.02,-14.835,0.015,-0.043,-0.4403,-0.423,0.0817,0.0753,0.0872,-0.4637,0.1442,-0.025,-0.0197,335,0,332,3,4.447,431.67,0.057,1.4695,31,FALSE,1.284,NA,NA,NA,NA,NA,NA,NA,38,17,0.029916,41,0.0508,11.61,0,0,1.178,0,328,37779.23479,108.867,347.02,14.244234,0.004169,39,7903.62,110.41,71.5846,15.593977,0.015422,40,45776.6,376.93,121.446,13.096286,0.009706,1.421,0,1,0,0,0,2.497691,1.349743,1.147948,-22.16,5.62,2,18,2,12,14.666,NA,NA,1002.952,NA,3700,4.5,0,111,NA,NA,NA,12.549932,0.096762,19,NA,"NOT_AVAILABLE",0,0,0.996487,3517.6,3513.4,3528.4,4.2217,4.208,4.2639,-0.5278,-0.5505,-0.4544,0.13760836,136.6935,136.2692,137.0886,0.8057,0.7986,0.8133,0.5328,0.528,0.5378,0.3305,0.3276,0.3336,"MARCS",194.0330568014,-41.37852599421,0.325209,0.254423,-0.0283,6.6e-05,303.878133484582,21.4845322231892,210.562556257892,-32.2836206883677,-27.4153627908887,-14.3007694913231,0.0199925334707805,0.0150099502137654,0.0358650351488068,-0.0466418864569262,7.31364188645693
"2MASS J15572391-2051453",239.34966,-20.86261,"rizzuto2015","Gaia DR3 6246710012810366976",239.3495788715,-20.86270487993,0,0,104,1636148068921376768,6246710012810366976,765314957,0.0211,0.0125,7.1286,0.0228,312.4761,26.446,-13.245,0.022,-22.89,0.015,-0.2783,-0.4288,-0.1137,-0.163,0.1241,-0.1346,0.5568,-0.1158,0.0321,-0.1922,354,0,351,3,6.4684,512,0.087,5.1811,31,TRUE,1.272,NA,NA,NA,NA,NA,NA,NA,40,16,0.03174,47,0.05342,28.63,0,0,1.255,0,358,60832.84916,151.152,402.461,13.727021,0.003856,44,11714.9,109.49,106.995,15.166698,0.010524,44,75949.7,431.65,175.952,12.546581,0.007236,1.441,0,1,0,1,0,2.620117,1.439677,1.18044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VARIABLE",0,0,0.992964,3581.7,3579.6,3583.6,3.9868,3.9861,3.988,-0.39,-0.3964,-0.3834,0.14028,138.7843,138.4055,139.1508,1.2577,1.2522,1.2635,0.8258,0.8221,0.8297,0.5115,0.5095,0.5137,"MARCS",239.34964186705,-20.86260314654,0.362657,0.232065,-0.1801,0.437208,350.927584493663,24.2159130960662,241.550419319976,-0.399468987439978,-25.5574695212717,-6.79690199055932,0.0170540184429593,0.0204489719777597,0.0357995549085796,-0.0557208184280216,7.18432081842802
"Gaia DR2 2207613946059797248",345.405397117453,62.8881134409344,"kounkel2020","Gaia DR3 2207613946059797248",345.40540643354,62.88811729527,0,0,172,1636148068921376768,2207613946059797248,967964418,0.0554,0.0661,1.1128,0.0679,16.3777,2.739,-1.286,0.072,-2.419,0.077,-0.0508,-0.0132,-0.1108,-0.2074,0.1714,-0.2476,-0.1171,-0.1653,0.1301,-0.1036,408,0,406,2,-0.1136,417.86,0.092,0.18158,31,FALSE,1.265,NA,NA,NA,NA,NA,NA,NA,49,27,0.110326,54,0.01676,27.41,0,0,0.995,0,446,1887.16961,2.54154,742.531,17.497839,0.003119,52,362.39,6.58578,55.026,18.940603,0.019928,47,2307.33,11.3578,203.15,16.340122,0.006546,1.415,0,0,0,1,0,2.600481,1.442764,1.157717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VARIABLE",0,0,0.999988,4545.8,4479.8,4683.4,4.361,4.3101,4.4176,-0.9927,-1.0688,-0.819,0.8986341,578.4419,542.6084,609.8262,3.727,3.6504,3.8674,2.6014,2.5416,2.716,1.4394,1.4043,1.5036,"MARCS",345.40541897376,62.88812804515,1.160939,1.246768,-0.0795,0.020643,110.790189220453,2.63443545658154,29.4203037626377,59.5810109954402,-2.16611604513095,-1.67728896706151,0.0698534008934215,0.0789525324712446,0.0797363875374298,-0.0162552434716173,1.12905524347162
