"name","ra","dec","orig_ref","DR3Name","RAdeg","DEdeg","errHalfMaj","errHalfMin","errPosAng","SolID","Source","RandomI","e_RAdeg","e_DEdeg","Plx","e_Plx","RPlx","PM","pmRA","e_pmRA","pmDE","e_pmDE","RADEcor","RAPlxcor","RApmRAcor","RApmDEcor","DEPlxcor","DEpmRAcor","DEpmDEcor","PlxpmRAcor","PlxpmDEcor","pmRApmDEcor","NAL","NAC","NgAL","NbAL","gofAL","chi2AL","epsi","sepsi","Solved","APF","nueff","pscol","e_pscol","RApscolCorr","DEpscolCorr","PlxpscolCorr","pmRApscolCorr","pmDEpscolCorr","MatchObsA","Nper","amax","MatchObs","IPDgofha","IPDgofhp","IPDfmp","IPDfow","RUWE","Dup","o_Gmag","FG","e_FG","RFG","Gmag","e_Gmag","o_BPmag","FBP","e_FBP","RFBP","BPmag","e_BPmag","o_RPmag","FRP","e_FRP","RFRP","RPmag","e_RPmag","E(BP/RP)","NBPcont","NBPblend","NRPcont","NRPblend","Mode","BP-RP","BP-G","G-RP","RV","e_RV","n_RV","o_RV","o_RVd","RVNper","RVS/N","RVgof","RVchi2","RVTdur","RVamp","RVtempTeff","RVtemplogg","RVtemp[Fe/H]","Vatmparam","vbroad","e_Vbroad","o_Vbroad","GRVSmag","e_GRVSmag","o_GRVSmag","RVSS/N","VarFlag","PQSO","PGal","PSS","Teff","b_Teff_cds","B_Teff_cdsa","logg","b_logg_cds","B_logg_cdsa","[Fe/H]","b_[Fe/H]_cds","B_[Fe/H]_cdsa","distance","Dist","b_Dist_cds","B_Dist_cdsa","A0","b_A0_cds","B_A0_cdsa","AG","b_AG_cds","B_AG_cdsa","E(BP-RP)","b_E(BP-RP)_cds","B_E(BP-RP)_cdsa","Lib","RAJ2000","DEJ2000","e_RAJ2000","e_DEJ2000","RADEcorJ2000","angDist","l","b","ecl_lon","ecl_lat","pml","pmb","pml_error","pmb_error","parallax_ext_uncert","zpEDR3","plx_corr"
"2MASS J16131856-1529346",243.32736,-15.49294,"slesnick2008","Gaia DR3 4329092396013298560",243.32731407458,-15.49308181969,0,0,100,1636148068921376768,4329092396013298560,305773867,0.0377,0.0255,7.2263,0.0411,176.0222,24.075,-8.427,0.048,-22.552,0.035,-0.1446,-0.0949,-0.2534,-0.0201,-0.0643,0.0188,0.0401,-0.1652,-0.0584,-0.0412,268,0,268,0,5.1484,581.68,0.226,9.9797,31,FALSE,1.208,NA,NA,NA,NA,NA,NA,NA,31,15,0.066976,33,0.006481,44.67,0,0,1.231,0,283,16876.58209,23.2881,724.685,15.119156,0.003136,32,1820.32,15.5194,117.293,17.188173,0.009668,33,24359.8,69.5323,350.338,13.781213,0.004888,1.551,0,0,0,0,0,3.40696,2.069017,1.337943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VARIABLE",0,0,0.999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1383834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",243.32735294156,-15.49298158911,0.771904,0.558611,-0.0409,0.534833,358.087325854124,25.0937377806156,244.23697144039,5.59261415729281,-22.590443100087,-8.32339555360262,0.0401953859240502,0.043741638634334,0.0531290109479124,-0.0596552587453663,7.28595525874537
"Gaia DR2 218116276294131584",56.9532004139493,34.5289869000274,"kounkel2020","Gaia DR3 218116276294131584",56.95320898444,34.52898481457,0,0,63,1636148068921376768,218116276294131584,1650609915,0.0126,0.0094,3.1604,0.016,198.1214,7.803,4.26,0.02,-6.537,0.014,0.4027,0.0188,-0.0316,0.1152,0.0098,0.0279,0.5535,0.268,-0.0858,0.2264,491,9,491,0,0.8624,513.07,0,0,31,FALSE,1.471,NA,NA,NA,NA,NA,NA,NA,56,19,0.027946,60,0.0366,84.92,1,0,1.027,0,510,63710.80572,7.72582,8246.48,13.676834,0.002758,56,28434.4,19.5134,1457.17,14.203931,0.002888,53,50385.5,25.0649,2010.2,12.992132,0.003818,1.237,0,1,0,0,0,1.211799,0.527097,0.684702,17.25,1.58,2,27,8,13,12.476,NA,NA,555.869,NA,4500,2,-1,111,NA,NA,NA,12.759004,0.027343,20,NA,"NOT_AVAILABLE",0,0,0.999961,5236.2,5228.6,5243,4.5487,4.5465,4.5511,-0.2544,-0.2629,-0.2459,0.31641564,308.1488,306.4683,309.7124,0.6057,0.5994,0.6112,0.4842,0.479,0.4887,0.2593,0.2565,0.2618,"MARCS",56.953186003,34.5290138683,0.314092,0.222997,0.2258,0.026504,159.447723630116,-15.552974864589,62.3916402404401,14.2031046333976,7.46535472148631,-2.26901914544194,0.0159145557145356,0.0185128851454585,0.0262792805739472,-0.0404477088518883,3.20084770885189
"MPCM J180328.47-241621.9",270.86865,-24.27276,"broos2013","Gaia DR3 4066027053596394752",270.86864006783,-24.27281518692,0,0,70,1636148068921376768,4066027053596394752,1630008339,0.0301,0.026,0.9096,0.0349,26.0332,7.21,-1.082,0.038,-7.128,0.026,0.117,0.0707,-0.1093,-0.1856,-0.42,-0.2142,-0.4988,-0.0069,0.2457,0.1771,266,0,264,2,1.1729,296.86,0.102,1.7923,31,FALSE,1.495,NA,NA,NA,NA,NA,NA,NA,30,17,0.053701,30,0.08326,174.7,0,0,1.051,0,263,16381.51618,26.8412,610.312,15.151482,0.00328,14,7568.44,79.345,95.3865,15.641026,0.011719,13,12880.3,103.487,124.462,14.473083,0.009507,1.248,0,0,0,0,0,1.167943,0.489544,0.678399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VARIABLE",0,0,0.999986,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0993843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",270.8686453449,-24.27278350786,0.606129,0.432941,0.1925,0.201329,6.04081285063698,-1.08249980285791,270.791939465049,-0.835867911263584,-6.73862171716971,-2.56321777320787,0.031805334403716,0.0332929527598228,0.045183613042589,-0.0376611270351763,0.947261127035176
"Gaia EDR3 5525230338291713024",130.984456388889,-41.2443541666667,"prisinzano2022","Gaia DR3 5525230338291713024",130.98443201523,-41.24467489318,0,0,18,1636148068921376768,5525230338291713024,230018919,0.0966,0.1051,1.1856,0.1274,9.3033,5.704,-4.697,0.129,3.237,0.126,0.0613,-0.0269,-0.2266,-0.0536,0.103,-0.0357,-0.0165,0.2186,-0.057,0.0432,412,0,407,5,-0.9034,410.5,0,0,31,FALSE,1.219,NA,NA,NA,NA,NA,NA,NA,48,27,0.182661,49,0.02283,50.69,0,0,0.967,0,382,822.55069,1.29884,633.298,18.39946,0.003245,38,95.5497,7.92977,12.0495,20.387968,0.09015,40,1193.52,8.1947,145.645,17.055822,0.008358,1.567,0,1,0,0,0,3.332146,1.988508,1.343637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT_AVAILABLE",0,0,1,4433.1,4362.4,4502.1,4.1915,4.1571,4.289,-0.7917,-1.0411,-0.6712,0.8434548,513.5269,460.3385,544.5115,6.106,6.0145,6.1877,4.0118,3.9406,4.0772,2.2597,2.2191,2.2985,"MARCS",130.98445977792,-41.2446892817,2.080938,2.024618,0.0471,1.156499,261.388008558281,0.850000888742679,152.334737043385,-56.1655312441454,-5.45085467604721,-1.68171379866322,0.124445402504721,0.130500351706185,0.142513240566965,-0.0314187503064191,1.21701875030642
"Gaia EDR3 5875411494520113920",230.226786666667,-61.2483919444444,"prisinzano2022","Gaia DR3 5875411494520113920",230.22646631377,-61.24831754143,0,0,155,1636148068921376768,5875411494520113920,424769472,0.0918,0.1162,1.1912,0.1435,8.3016,5.591,-3.027,0.142,-4.701,0.17,-0.2888,0.0231,-0.0668,-0.2992,-0.0416,-0.2346,0.462,-0.0646,-0.0092,-0.1476,420,0,419,1,0.3665,465.41,0,0,31,FALSE,1.216,NA,NA,NA,NA,NA,NA,NA,48,21,0.249734,51,0.002486,6.793,0,0,1.012,0,433,888.07004,1.38306,642.105,18.316248,0.003233,43,89.6047,3.21352,27.8837,20.457714,0.039038,44,1274.98,7.78771,163.717,16.984133,0.007633,1.537,0,0,0,0,0,3.473581,2.141466,1.332115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT_AVAILABLE",0,0,0.999992,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8394896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",230.22649428253,-61.24829664901,2.283266,2.670992,-0.1281,0.616019,319.937008353678,-3.41300201902102,245.899765615335,-41.0951289139885,-5.08932889082023,-2.3153534160172,0.139567888580191,0.172002338580809,0.160434333090095,-0.0298904135205701,1.22109041352057
"SPICY 70740",270.188247,-24.045713,"kuhn2021","Gaia DR3 4069055933243674624",270.18827915646,-24.04575019134,0,0,57,1636148068921376768,4069055933243674624,1165154916,0.1463,0.1246,1.1516,0.1663,6.9235,10.804,5.741,0.206,-9.153,0.137,0.3518,0.1704,-0.3069,-0.3157,-0.2486,-0.3034,-0.6069,-0.333,0.1627,0.4465,246,0,244,2,1.6452,288.35,0.355,1.0899,31,FALSE,1.318,NA,NA,NA,NA,NA,NA,NA,28,15,0.314327,28,0.03555,2.094,0,0,1.075,0,227,1094.76103,1.85497,590.177,18.08907,0.003313,26,271.581,8.94289,30.3683,19.253796,0.035861,26,1172.44,8.69536,134.835,17.07517,0.008895,1.319,0,1,0,0,0,2.178625,1.164726,1.013899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT_AVAILABLE",0,0,0.999952,4035.2,3980.9,4106.1,4.4957,4.4662,4.5238,-0.0347,-0.1234,0.1093,0.86835706,961.0377,944.2783,989.9095,1.2863,1.1988,1.4119,0.8922,0.8303,0.982,0.4978,0.4649,0.5458,"PHOENIX",270.18825121384,-24.04570951322,3.346339,2.262663,0.4557,0.170594,5.9316254972508,-0.43055570668803,270.17192063066,-0.606545342170356,-5.10049362317694,-9.52478108934433,0.188267924904941,0.160499808261528,0.185827055965514,-0.0174131630003617,1.16901316300036
"SSTGLMA G064.9996+01.1290",297.700722000211,28.7772949994816,"winston2020","Gaia DR3 2028656578850122368",297.70078654026,28.77731373282,0,0,169,1636148068921376768,2028656578850122368,499199490,0.0832,0.1179,1.5726,0.1456,10.7995,7.337,4.253,0.113,5.979,0.147,-0.1502,0.0119,-0.0566,0.0382,0.0766,0.013,-0.0888,-0.1868,0.2448,-0.0126,483,0,480,3,0.1635,538.16,0.323,0.78985,95,FALSE,1.2586,1.2586,0.0294,-0.007,0.07,0.086,-0.025,-0.046,55,23,0.206063,60,0.007176,78.29,0,23,1.005,0,496,758.65144,1.43064,530.289,18.48726,0.003433,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT_AVAILABLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6358896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",297.70076497426,28.77728715911,1.82201,2.370152,-0.0152,0.214525,64.9996164921568,1.12905756340419,308.052949145152,48.6226700545069,7.31166497055917,-0.61319275786492,0.138313444330647,0.123480326843563,0.203318980497157,-0.040540545965413,1.61314054596541
"Gaia EDR3 4054618589656710656",263.694799722222,-32.5848775,"prisinzano2022","Gaia DR3 4054618589656710656",263.69453896714,-32.58492124116,0,0,74,1636148068921376768,4054618589656710656,573283539,0.1087,0.0885,1.0361,0.132,7.8468,3.023,2.431,0.137,-1.797,0.1,0.1311,-0.0492,-0.1222,-0.1145,-0.4551,-0.0845,-0.5225,-0.1615,0.178,0.2629,204,0,204,0,0.6283,221.16,0,0,31,FALSE,1.344,NA,NA,NA,NA,NA,NA,NA,24,15,0.19798,26,0.0548,0.1523,0,0,1.03,0,182,2001.62633,3.42062,585.165,17.433908,0.003322,21,533.801,10.321,51.72,18.520094,0.021177,22,2202.85,17.1692,128.303,16.390434,0.009268,1.367,0,0,0,0,0,2.12966,1.086185,1.043474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT_AVAILABLE",0,0,0.999858,4118.9,4070.1,4140.8,4.6526,4.6387,4.663,0.0157,-0.0702,0.0869,0.96515775,584.2324,561.0234,601.7527,1.2991,1.2377,1.3506,0.9087,0.8646,0.9457,0.5017,0.4782,0.5212,"PHOENIX",263.69452614439,-32.58491325475,2.209069,1.653461,0.2638,0.806481,355.672008499177,0.0349972205056938,264.620030182012,-9.26327502678674,-0.194148812102626,-3.01683215289799,0.125901970583079,0.113656032850427,0.15473519657073,-0.0267753691056347,1.06287536910563
"V1699 Ori",83.69341,-4.90056,"Carpenter2001","Gaia DR3 3209551544732356224",83.69340550667,-4.90056126813,0,0,56,1636148068921376768,3209551544732356224,23142781,0.1229,0.1104,2.4221,0.1752,13.823,1.803,1.617,0.156,-0.799,0.132,0.2613,-0.0115,-0.1351,-0.1477,-0.1861,-0.0989,-0.4636,0.2354,0.2411,0.0404,484,0,483,1,2.2088,712.8,0.819,5.5249,95,FALSE,1.1531,1.1531,0.0321,-0.041,-0.071,0.072,-0.153,0.172,55,22,0.22225,60,0.003718,159.3,0,0,1.072,0,478,853.70351,2.33483,365.638,18.359098,0.004051,41,104.251,11.6648,8.93722,20.29334,0.121517,52,1425.99,16.2121,87.9585,16.862604,0.012909,1.792,0,2,0,1,0,3.430737,1.934242,1.496494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT_AVAILABLE",0,0,1,4259.4,4220.7,4295.8,4.1173,4.1096,4.1262,-0.4958,-0.5503,-0.4275,0.41286486,264.4918,261.2574,267.498,8.6716,8.6162,8.7168,5.3876,5.3458,5.424,3.1033,3.08,3.1231,"PHOENIX",83.69339829481,-4.90055771646,2.513329,2.159313,0.0518,0.016751,208.488849539283,-19.273306364149,82.8672344308593,-28.1838224370883,1.4470541251643,1.07662637848279,0.134833329630693,0.153557719508661,0.244555922249108,-0.0433143937996884,2.46541439379969
"SSTGLMA G076.7164+01.2151",305.196690000737,38.7083749990664,"winston2020","Gaia DR3 2061194456488934528",305.19667025799,38.70832255942,0,0,177,1636148068921376768,2061194456488934528,139662890,0.1045,0.1261,0.8783,0.1394,6.2991,6.348,-3.23,0.156,-5.465,0.166,-0.0183,0.0781,-0.13,-0.03,0.1698,-0.0454,-0.1722,-0.0951,-0.0751,0.027,381,0,380,1,-1.4578,353.02,0,0,31,FALSE,1.276,NA,NA,NA,NA,NA,NA,NA,44,27,0.2314,46,0.07782,53.69,0,0,0.946,0,378,644.18793,8.024,80.2826,18.664835,0.013802,42,143.296,10.7687,13.3067,19.947956,0.081641,41,763.803,27.6012,27.6728,17.540442,0.039416,1.408,0,0,0,0,0,2.407515,1.283121,1.124393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT_AVAILABLE",0,0,0.999899,3737.5,3704.7,3762.1,4.7701,4.7511,4.7925,-0.3064,-0.3505,-0.2721,1.1385632,562.4497,537.2063,586.1927,1.6045,1.5403,1.6741,1.0756,1.0319,1.1232,0.6199,0.5965,0.6448,"PHOENIX",305.19668865461,38.70834684681,2.516299,2.674345,0.03,0.196761,76.7164527825964,1.21509733834324,323.214003791929,55.8332340766986,-6.33277453980188,-0.441691779453891,0.164840750774974,0.157224447475394,0.155869665021584,-0.0165948164176777,0.894894816417678
