"name","ra","dec","orig_ref","DR3Name","RAdeg","DEdeg","errHalfMaj","errHalfMin","errPosAng","SolID","Source","RandomI","e_RAdeg","e_DEdeg","Plx","e_Plx","RPlx","PM","pmRA","e_pmRA","pmDE","e_pmDE","RADEcor","RAPlxcor","RApmRAcor","RApmDEcor","DEPlxcor","DEpmRAcor","DEpmDEcor","PlxpmRAcor","PlxpmDEcor","pmRApmDEcor","NAL","NAC","NgAL","NbAL","gofAL","chi2AL","epsi","sepsi","Solved","APF","nueff","pscol","e_pscol","RApscolCorr","DEpscolCorr","PlxpscolCorr","pmRApscolCorr","pmDEpscolCorr","MatchObsA","Nper","amax","MatchObs","IPDgofha","IPDgofhp","IPDfmp","IPDfow","RUWE","Dup","o_Gmag","FG","e_FG","RFG","Gmag","e_Gmag","o_BPmag","FBP","e_FBP","RFBP","BPmag","e_BPmag","o_RPmag","FRP","e_FRP","RFRP","RPmag","e_RPmag","E(BP/RP)","NBPcont","NBPblend","NRPcont","NRPblend","Mode","BP-RP","BP-G","G-RP","RV","e_RV","n_RV","o_RV","o_RVd","RVNper","RVS/N","RVgof","RVchi2","RVTdur","RVamp","RVtempTeff","RVtemplogg","RVtemp[Fe/H]","Vatmparam","vbroad","e_Vbroad","o_Vbroad","GRVSmag","e_GRVSmag","o_GRVSmag","RVSS/N","VarFlag","PQSO","PGal","PSS","Teff","b_Teff_cds","B_Teff_cdsa","logg","b_logg_cds","B_logg_cdsa","[Fe/H]","b_[Fe/H]_cds","B_[Fe/H]_cdsa","distance","Dist","b_Dist_cds","B_Dist_cdsa","A0","b_A0_cds","B_A0_cdsa","AG","b_AG_cds","B_AG_cdsa","E(BP-RP)","b_E(BP-RP)_cds","B_E(BP-RP)_cdsa","Lib","RAJ2000","DEJ2000","e_RAJ2000","e_DEJ2000","RADEcorJ2000","angDist","l","b","ecl_lon","ecl_lat","pml","pmb","pml_error","pmb_error","parallax_ext_uncert","zpEDR3","plx_corr"
"Gaia DR2 2023485644385259648",288.498124916496,24.8190219642104,"kounkel2020","Gaia DR3 2023485644385259648",288.49812857649,24.81902573803,0,0,175,1636148068921376768,2023485644385259648,26618347,0.0099,0.0139,1.9737,0.0173,113.7965,4.812,0.502,0.013,-4.786,0.018,-0.0587,0.094,-0.3773,-0.0971,0.1564,-0.1079,-0.1834,-0.1327,-0.0698,-0.0611,592,592,577,15,7.6464,2615.2,0.147,43.664,31,FALSE,1.608,NA,NA,NA,NA,NA,NA,NA,67,27,0.024717,69,0.008247,57.33,0,0,1.234,0,570,415709.20417,146.892,2830.04,11.640392,0.002782,67,246245,181.857,1354.06,11.860123,0.002903,65,247247,137.02,1804.45,11.265067,0.003827,1.187,0,0,0,0,0,0.595056,0.21973,0.375325,-9.15,3.92,1,32,11,18,46.302,2.9596,0.000306,826.975,75,7750,4.5,-0.25,555,95.7571,68.911,19,11.09247,0.010874,20,NA,"NOT_AVAILABLE",0,0,0.999951,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5066626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",288.49812611858,24.8190470075,0.204931,0.286052,-0.0497,0.018099,57.568693211883,6.43248281172779,294.816612656783,46.6772592376284,-4.03810654988213,-2.61753614909118,0.0167504097444064,0.0145747649516036,0.032191128193447,-0.0632459449982422,2.03694594499824
"[DM99] 022",83.71017,9.86322,"bayo2011","Gaia DR3 3337984986872874368",83.7102159938,9.86318885417,0,0,104,1636148068921376768,3337984986872874368,1743402828,0.0266,0.0199,2.5936,0.0303,85.6261,2.253,1.095,0.036,-1.969,0.024,-0.1565,-0.163,-0.3666,0.1757,-0.1329,0.3646,-0.7498,0.0291,0.2607,-0.4198,424,0,423,1,2.8515,505.58,0.074,1.6078,31,TRUE,1.344,NA,NA,NA,NA,NA,NA,NA,49,19,0.054295,49,0.0313,115.2,0,0,1.099,0,422,19234.68219,40.8409,470.967,14.977155,0.003593,47,5537.71,51.8443,106.814,15.980217,0.010541,45,20462.4,130.051,157.342,13.970504,0.007868,1.352,0,0,0,1,0,2.009713,1.003062,1.006651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VARIABLE",0,0,0.996487,5817.8,5788.9,5832.2,4.4119,4.4045,4.4233,-0.5158,-0.5399,-0.4972,0.38556445,365.8158,359.5514,369.8279,3.0201,2.9973,3.0296,2.2998,2.281,2.3079,1.2688,1.2578,1.2738,"MARCS",83.71021105563,9.86319760473,0.581993,0.395266,-0.4227,0.197948,195.076047516671,-12.0942285647929,83.6283933045589,-13.4370512443708,2.25209043084127,-0.0638333088065297,0.0328963617932466,0.0281039033012821,0.0408088849394715,-0.0406430566001464,2.63424305660015
"Gaia EDR3 4520827467065216640",284.916515833333,22.0136369444444,"prisinzano2022","Gaia DR3 4520827467065216640",284.91659877374,22.0137910304,0,0,1,1636148068921376768,4520827467065216640,1024569211,0.006,0.0113,1.6723,0.0152,109.9434,5.233,1.767,0.009,-4.926,0.014,0.0118,-0.0538,-0.2603,-0.1683,0.0732,-0.2695,-0.0953,0.0161,-0.099,-0.2249,1039,9,1036,3,1.1804,1091.7,0,0,31,FALSE,1.473,NA,NA,NA,NA,NA,NA,NA,118,26,0.019775,120,0.02046,121.8,0,0,1.026,0,1029,41998.98738,36.5778,1148.21,14.12927,0.002913,107,18796.4,61.557,305.349,14.653356,0.00452,107,33459.2,88.8343,376.647,13.436605,0.004753,1.244,0,4,0,4,0,1.21675,0.524086,0.692664,-5.73,5.56,2,46,10,17,10.992,NA,NA,855.142,NA,5500,1,-0.75,111,NA,NA,NA,13.09158,0.033056,37,NA,"VARIABLE",0,0,0.999979,5802.5,5793.5,5809.3,4.3051,4.298,4.3127,-0.2646,-0.2768,-0.2567,0.59797883,570.9772,565.6766,576.2413,1.0419,1.0369,1.0465,0.8472,0.8429,0.851,0.4589,0.4566,0.461,"MARCS",284.91659030282,22.01381292336,0.151597,0.225294,-0.2012,0.619944,53.5600081536755,8.12299775033884,289.528933845673,44.4468369559766,-3.64973392122283,-3.75062758805449,0.0123071427827776,0.0112042061978671,0.0238133707288194,-0.030661901883085,1.70296190188308
"SPICY 108244",305.010233,38.808439,"kuhn2021","Gaia DR3 2061292862787684736",305.01018789116,38.80840717461,0,0,171,1636148068921376768,2061292862787684736,1731822956,0.0905,0.1178,1.0966,0.122,8.9869,4.074,-1.725,0.118,-3.69,0.158,-0.0818,0.0267,-0.0814,-0.0136,0.1233,-0.0248,-0.1969,-0.0315,0.051,-0.0336,436,0,435,1,1.3755,534.23,0.536,2.2668,95,FALSE,1.2475,1.2475,0.0297,-0.03,0.046,0.077,0.031,-0.047,50,28,0.220556,53,0.0585,175.2,0,0,1.047,0,414,800.23443,4.9807,160.667,18.429323,0.007298,45,172.273,16.7968,10.2563,19.748001,0.105897,47,1121.6,24.1015,46.5366,17.1233,0.023635,1.617,0,1,0,1,0,2.624701,1.318678,1.306023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VARIABLE",0,0,0.99987,3865.9,3631.4,4212.2,4.2057,4.1103,4.3,-0.733,-1.3049,-0.1564,0.9119095,555.6826,477.3687,639.7879,4.0798,3.1714,4.8758,2.639,2.029,3.22,1.5191,1.2163,1.8017,"MARCS",305.01019772867,38.80842357645,1.904123,2.557959,-0.0315,0.170704,76.7165148557297,1.39160030236704,323.050040587501,55.9839225817282,-4.01857064208174,-0.665443457101139,0.144379118021227,0.134323007260159,0.170456162527488,-0.0447898690339373,1.14138986903394
"Gaia EDR3 5940897273198200960",249.35345,-48.8357088888889,"prisinzano2022","Gaia DR3 5940897273198200960",249.35350226507,-48.83558070875,0,0,79,1636148068921376768,5940897273198200960,1384816561,0.0649,0.0413,0.8442,0.0796,10.6018,4.574,1.005,0.101,-4.462,0.064,0.1898,-0.1338,-0.2193,-0.41,0.1113,-0.4045,-0.1914,-0.0423,0.0605,0.4268,454,0,452,2,1.017,500.59,0.112,0.42226,31,FALSE,1.304,NA,NA,NA,NA,NA,NA,NA,52,18,0.149437,55,0.02348,40.07,0,0,1.033,0,462,2809.57517,6.61213,424.912,17.065765,0.003758,44,687.763,9.44427,72.8233,18.244946,0.015168,43,3310.03,22.1538,149.411,15.948315,0.008191,1.423,0,44,0,43,0,2.296631,1.17918,1.117451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT_AVAILABLE",0,0,0.999987,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1845534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",249.35349547949,-48.83556087558,1.635591,1.035151,0.4516,0.477779,336.22700838805,-1.14000250169652,254.973562956013,-26.4678107706319,-2.6384104701472,-3.73607537276988,0.097888135822641,0.0686652231130736,0.0946882354584521,-0.0323553535587102,0.87655535355871
"Gaia EDR3 2062228379680685952",304.439828888889,39.602495,"prisinzano2022","Gaia DR3 2062228379680685952",304.4400126231,39.60262404183,0,0,165,1636148068921376768,2062228379680685952,308604042,0.0196,0.0237,0.8754,0.0262,33.3976,6.734,-2.703,0.029,-6.168,0.032,-0.1144,-0.0448,-0.0682,-0.0399,0.144,-0.0609,-0.1644,-0.1451,-0.0716,-0.1851,425,0,423,2,-1.7559,379.21,0,0,31,FALSE,1.38,NA,NA,NA,NA,NA,NA,NA,49,26,0.046558,50,0.01102,95.62,0,0,0.939,0,422,10328.80324,21.0509,490.658,15.652242,0.003534,46,3505.3,30.1904,116.106,16.47673,0.009759,46,10044.1,53.5192,187.673,14.743117,0.00691,1.312,0,2,0,1,0,1.733613,0.824489,0.909124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VARIABLE",0,0,0.999971,5163,5139.4,5238.5,4.1648,4.1617,4.1679,-0.7926,-0.7999,-0.7792,1.1423349,885.6659,874.778,905.6651,1.8694,1.8515,1.9276,1.4317,1.4168,1.48,0.7836,0.7752,0.811,"MARCS",304.44002821423,39.60265145374,0.461944,0.518765,-0.1786,0.689588,77.1240084754084,2.20399893737495,322.909500857018,56.8893729019466,-6.62321966709004,-1.21794673178746,0.0284090417594135,0.0325257797187384,0.0331495527943829,-0.0278753996241809,0.903275399624181
"[SLN74] 3",198.7785,-62.5306,"xu2021","Gaia DR3 5862487255061139456",198.77850183211,-62.53056840547,0,0,8,1636148068921376768,5862487255061139456,107554251,0.0083,0.0104,0.5008,0.0129,38.9179,4.939,-4.694,0.01,-1.537,0.014,0.0632,0.0707,-0.1672,0.1528,-0.0638,0.1229,-0.1849,0.0585,0.0491,0.2578,429,429,424,5,-5.3245,668.56,0.064,5.1492,31,FALSE,1.619,NA,NA,NA,NA,NA,NA,NA,49,24,0.019987,64,0.02141,141.1,0,0,0.821,0,519,922248.92854,159.243,5791.46,10.775247,0.002762,57,554923,231.934,2392.59,10.977962,0.002827,55,543623,107.749,5045.26,10.409651,0.003786,1.191,0,0,0,1,0,0.568311,0.202715,0.365596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT_AVAILABLE",0,0,0.999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9968051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",198.77854706191,-62.53056157591,0.162432,0.225366,0.2397,0.113781,305.658415527285,0.21574393733894,228.241966413769,-49.0233740116683,-4.81525245037972,-1.09970397794685,0.0103636686705051,0.0137329666018668,0.0211206708211283,-0.0174963752351247,0.518296375235125
"2MASS J16030161-2207523",240.7567,-22.13128,"luhman_herrmann2018","Gaia DR3 6243332381812183296",240.75666843992,-22.13134815589,0,0,92,1636148068921376768,6243332381812183296,1318480844,0.0618,0.0398,7.1244,0.0692,102.9531,26.398,-11.466,0.09,-23.778,0.052,-0.0373,-0.1118,-0.1436,-0.0287,-0.2515,-0.0039,0.6788,-0.0558,-0.3766,0.0373,414,0,414,0,2.2467,639.5,0.284,5.6668,31,FALSE,1.196,NA,NA,NA,NA,NA,NA,NA,48,16,0.12473,51,0.1011,101.6,0,0,1.079,0,398,5235.49121,11.2591,465.001,16.389973,0.003612,47,477.412,9.84363,48.4996,18.641308,0.02256,44,7863.02,44.2343,177.758,15.008923,0.007183,1.593,0,1,0,0,0,3.632385,2.251335,1.38105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VARIABLE",0,0,0.999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1403627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",240.75672345356,-22.13124247728,1.448481,0.812605,0.0396,0.266981,350.947960392999,22.3930129404237,243.085623208486,-1.38287744996028,-25.007475347886,-8.45509412868205,0.0743123270830492,0.0726751542378955,0.0827389488876404,-0.0489095463830669,7.17330954638307
"Gaia DR2 5525597819995362048",132.437045192236,-39.9551678172629,"kounkel2020","Gaia DR3 5525597819995362048",132.43704884171,-39.95517219214,0,0,16,1636148068921376768,5525597819995362048,1177888949,0.0194,0.0219,0.8631,0.0263,32.7951,6.197,-4.512,0.029,4.248,0.03,0.0782,-0.0323,-0.1872,-0.0139,0.0744,-0.0058,-0.2125,0.0549,0.0616,0.0708,402,0,402,0,-0.4852,398.2,0,0,31,TRUE,1.451,NA,NA,NA,NA,NA,NA,NA,47,25,0.043059,49,0.013,60.26,0,0,0.982,0,405,11688.11894,3.45666,3381.33,15.518005,0.002774,45,4957.29,9.85152,503.2,16.100433,0.003527,46,9758.02,12.1251,804.78,14.774491,0.004013,1.259,0,2,0,2,0,1.325942,0.582428,0.743514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT_AVAILABLE",0,0,0.999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1586143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",132.43707500385,-39.95519107281,0.468428,0.490756,0.0704,0.018694,261.072840108254,2.51703057775014,152.99612122624,-54.5112001327663,-6.14391743812853,-0.809892902463167,0.0285669346012995,0.0304126659055906,0.0334179858227963,-0.0341330912029261,0.897233091202926
"Gaia DR2 2999303240506320000",90.6248,-10.2139,"kerr2021","Gaia DR3 2999303240506320000",90.6248385669,-10.21389077532,0,0,14,1636148068921376768,2999303240506320000,614681525,0.0492,0.0528,3.2749,0.0683,47.9177,1.338,0.21,0.06,-1.321,0.056,0.0383,0.002,-0.3119,0.1418,-0.4706,0.1874,-0.7083,-0.0991,0.4304,0.0708,396,0,396,0,-1.2096,381.53,0,0,31,FALSE,1.242,NA,NA,NA,NA,NA,NA,NA,45,18,0.091552,49,0.02698,104.6,0,0,0.956,0,393,3761.76549,3.37501,1114.59,16.748888,0.002922,44,557.709,10.8536,51.3848,18.472523,0.021313,45,5065.41,15.3127,330.799,15.48636,0.005006,1.495,0,2,0,2,0,2.986163,1.723635,1.262528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VARIABLE",0,0,0.998613,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30535284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",90.6248376167,-10.21388490422,0.971862,0.929994,0.0495,0.140618,216.662765373992,-15.4543657037554,90.7386912631978,-33.6515779085096,1.28256163178747,-0.379706018739041,0.0551103440994433,0.0608181714065866,0.0812495478034713,-0.0439157302710273,3.31881573027103
